name,location,"rating ",description
فندق ليوناردو القدس,"القدس الشرقية, القدس
– اعرض على الخارطة",8.4,يقع فندق Leonardo Jerusalem على بُعد 800 متر من المدينة القديمة ويوفر أماكن إقامة مكيفة، ويضم مسبحًا في الهواء الطلق وتراسًا شمسيًا مزود بكراسي استلقاء للتشمس. تتوفر خدمة الواي فاي مجانًا.
كراون بلازا القدس,"القدس الغربية, القدس
– اعرض على الخارطة",7.0,يقع كراون بلازا الذي يعد أطول مبنى في المدينة في حي جفعات رام في القدس، حيث يقع البرلمان الإسرائيلي والمحكمة العليا، كما يوفر غرف مكيفة مزودة بخدمة الواي فاي مجاناً.
فندق ايال من سمارت هوتيلز,"القدس الغربية, القدس
– اعرض على الخارطة",8.2,يقع فندق Eyal الذي تم افتتاحه سنة 2014 على بعد 100 متر من ساحة صهيون في القدس، ويوفر مكان إقامة مفروش بشكل عصري مع خدمة الواي فاي المجانية. كما يبعد مسافة 600 متر عن الكنيس الكبير.
فندق يهودا,"القدس الغربية, القدس
– اعرض على الخارطة",8.5,يقع فندق يهودا على منحدر تلة مسوآة في القدس ويتميز بمواقف للسيارات مجاناً وخدمة الواي فاي مجاناً كما يوفر غرف مؤثثة بشكل أنيق ومسبح شبه أولمبي، ويبعد هذا الفندق مسافة 15 دقيقة بالسيارة من وسط القدس...
فندق شاني,"القدس الغربية, القدس
– اعرض على الخارطة",7.7,يتميز فندق شاني بموقع مركزي في القدس بجوار شارع بن يهودا الشهير. ويوفر مكان الإقامة خدمة الواي فاي المجانية وغرفاً وأجنحة مكيفة. تحتوي الغرف على جهاز تلفزيون إل سي دي مع قنوات الكابل وميني بار وغلاية....
Bezalel Hotel - an Atlas Boutique Hotel,"القدس الغربية, القدس
– اعرض على الخارطة",9.0,يقع Bezalel Hotel - an Atlas Boutique Hotel في حي وسط مدينة القدس وعلى بعد 2 كم من الحائط الغربي في القدس، ويتميز بخدمة الواي فاي المجانية في جميع أنحائه وغرف مكيفة الهواء، فيما يبعد هذا الفندق مسافة...
فندق نيو إمبريال,"البلدة القديمة, القدس
– اعرض على الخارطة",7.8,يقع فندق نيو إمبريال في مبنى تاريخي يعود للقرن الـ19 مملوك من قبل الكنيسة الأرثوذكسية اليونانية وبجوار مدينة القدس القديمة وضمن مسافة يسهل الوصول إليها سيرًا على الأقدام من منطقة التسوق في السوق، كما...
فندق بريما بارك القدس,"القدس الغربية, القدس
– اعرض على الخارطة",7.8,يقع فندق Prima Park Jerusalem على مسافة قصيرة سيرًا على الأقدام من متحف إسرائيل وبرلمان الكنيست. وتتوفر مواقف للسيارات مجانًا في الموقع وخدمة إنترنت مجانًا.
Stay Kook Suites,"القدس الغربية, القدس
– اعرض على الخارطة",9.2,يقع Stay Kook Suites في وسط مدينة القدس، ويوفر غرف أنيقة مع إمكانية استخدام خدمة الواي فاي مجانًا، فيما يبعد الفندق مسافة 200 متر من ساحة صهيون و700 متر من ممشى بن يهودا.
فندق جيروزاليم غيت,"القدس الغربية, القدس
– اعرض على الخارطة",6.5,يقع فندق Jerusalem Gate في موقع متميز عند مدخل المدينة المقدسة، على بُعد مسافة قصيرة سيرًا من محطة الحافلات المركزية.
فندق بامونيم القدس,"القدس الغربية, القدس
– اعرض على الخارطة",7.9,يقع Paamonim Hotel Jerusalem في حي داون تاون تراينغل ويبعد مسافة 12 دقيقة سيراً على الأقدام من المدينة القديمة ويوفر غرف مكيفة في وسط القدس، كما تتوفر خدمة الواي فاي مجانًا.
فندق غراند كورت,"القدس
– اعرض على الخارطة",7.7,يقع فندق Grand Court على بعد 10 دقائق بالسيارة من مدينة القدس القديمة ويضم مسبحاً بانورامياً على السطح وخدمة الواي فاي المجانية وغرفاً واسعة.
فندق ماميلا - الفنادق الرائدة في العالم,"القدس الغربية, القدس
– اعرض على الخارطة",8.9,يتميز فندق ماميلا - الفنادق الرائدة في العالم بتراس بانورامي على السطح يُطل على مدينة القدس القديمة، وقد تم تصميم هذا الفندق الأنيق من قبل المهندس المعماري بييرو ليسوني ويبعد 10 دقائق سيرًا على...
فندق Jerusalem Castle,"القدس الغربية, القدس
– اعرض على الخارطة",7.8,يقع فندق Jerusalem Castle في مدينة القدس، ويضم مكتب استقبال يعمل على مدار 24 ساعة. كما يبعد مكان الإقامة مسافة كيلومتر واحد عن مركز ماميلا التجاري حيث توجد العديد من المطاعم والمتاجر والمقاهي.
أورينت جاروزاليم باي إسروتيل إكسكلوسيف كوليكشين,"القدس الغربية, القدس
– اعرض على الخارطة",8.9,يوفر أورينت جاروزاليم باي إسروتيل إكسكلوسيف كوليكشين مكان إقامة في القدس، ويقع على بعد 1.5 كم من وسط المدينة، كما يضم منطقة عافية ومسبحين، فيما يبعد كل من حائط المبكى وكنيسة القيامة مسافة 2 كم، كما...
فندق مونتيفيوره باي سمارت هوتيلز,"القدس الغربية, القدس
– اعرض على الخارطة",7.6,يقع فندق مونتيفيوره في منطقة خالية من الحركة المرورية في وسط القدس، وتحتوي جميع الغرف مكيفة الهواء على ثلاجة ومرافق صنع الشاي / القهوة، كما تتوفر خدمة الواي فاي المجانية في الغرف وفي اللوبي.
Villa Brown Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",8.5,تقع فيلا براون جورسيليم في قلب القدس، على بعد 10 دقائق سيراً على الأقدام من أسوار المدينة القديمة، وتوفر غرفاً مزودة بخدمة الواي فاي المجانية، كما يقع الفندق في فيلا مجددة تعود إلى القرن الـ19، ويجمع...
Prima Palace Hotel,"القدس الغربية, القدس
– اعرض على الخارطة",7.9,يقع فندق Prima Palace Hotel على بعد خطوات من سوق Mahane Yehuda وساحة Davidka، وهو فندق يتمتع بموقع مركزي في أحياء Mea Shearim وGeula في القدس.
فندق The Sephardic House,"البلدة القديمة, القدس
– اعرض على الخارطة",8.2,يقع فندق بيت السفارديم بالقرب من باب صهيون عند مدخل الحي اليهودي وعلى بعد مسافة قريبة من كنيسة القيامة. وتم بناءه في أواخر القرن التاسع عشر مع فناء داخلي، ويوفر غرفًا مع خدمة الواي فاي المجانية.
شاماي سويتس جاروزاليم,"القدس الغربية, القدس
– اعرض على الخارطة",8.7,يقع Shamai Suites بجوار منطقة المشاة في شارع بن يهودا في موقع مركزي في القدس. ويوفر شققاً حديثة مع خدمة الواي فاي المجانية وشرفة صغيرة.
Glows,"البلدة القديمة, القدس
– اعرض على الخارطة",9.5,يقع Glows في القدس، على بعد 1.2 كم من الحائط الغربي، وعلى بعد 1.8 كم من قبة الصخرة، وعلى بعد 3.2 كم من كنيسة جميع الأمم. كما توفر هذه الشقة خدمة الواي فاي المجانية.
Rikis,"القدس الغربية, القدس
– اعرض على الخارطة",7.5,يقع Rikis في القدس ويوفر مكان إقامة مع مطبخ. وتتوفر خدمة الواي فاي المجانية.
بوتيك هاروفا,"البلدة القديمة, القدس
– اعرض على الخارطة",8.0,يقع Boutique Harova في القدس، في مبنى يعود تاريخه لعام 2018، ويضم حديقة وغرف ضيوف مع خدمة الواي فاي المجانية. يقع الفندق على بعد حوالي 1.2 كم من الحائط الغربي وعلى بعد 1.8 كم من قبة الصخرة.
Shlomtzi Hotel,"القدس الغربية, القدس
– اعرض على الخارطة",9.0,يقع Shlomtzi Hotel في القدس وعلى بعد 1.1 كم من الحائط الغربي ويضم تراس وغرف لغير المدخنين وخدمة الواي فاي المجانية.
فندق هاشمي,"البلدة القديمة, القدس
– اعرض على الخارطة",8.0,يقع فندق HaShimi في قلب بلدة القدس القديمة. ويشمل تراس جميل على السطح مع إطلالة رائعة على المدينة، وحديقة ذات مناظر طبيعية أنيقة.
لوغاتيا,"البلدة القديمة, القدس
– اعرض على الخارطة",9.3,يقع Legatia في مدينة القدس القديمة على بعد 650 م من الحائط الغربي وقبة الصخرة، ويوفر تكييف. وتتوفر خدمة الواي فاي المجانية. يحتوي مكان الإقامة على تلفزيون بشاشة مسطحة.
Ben Hillel Boutique Hotel,"القدس الغربية, القدس
– اعرض على الخارطة",9.0,يتميز Ben Hillel Boutique Hotel بخدمة الواي فاي مجاناً ويوفر أماكن إقامة في شارع للمشاة في القدس على بعد 10 دقائق سيراً على الأقدام من سوق محاني يهودا، ويمكن للضيوف الاستمتاع بالبار المتوفر في الموقع....
فندق القدس,"القدس الشرقية, القدس
– اعرض على الخارطة",8.4,يقع فندق Jerusalem في قصر عربي أنيق من القرن 19 على بعد 450 متر فقط من باب العمود. ويوفر غرفاً مكيفة مع خدمة الواي فاي عالي السرعة المجانية، بالإضافة إلى حديقة وبار ومطعم.
يافو 35 أبارتمنت,"القدس الغربية, القدس
– اعرض على الخارطة",8.7,تقع شقة Yafo 35 على بُعد 2.8 كم من الحائط الغربي في القدس، وتوفر مكان إقامة مع خدمة الواي فاي المجانية ومنطقة جلوس، تحتوي جميع الوحدات على تكييف وتلفزيون بشاشة مسطحة مع قنوات فضائية.
Paamonim Studios,"القدس الغربية, القدس
– اعرض على الخارطة",7.2,يقع Paamonim Studios على بعد 2.8 كم من كنيسة جميع الأمم، ويوفر خدمة الواي فاي المجانية. يحتوي مكان الإقامة على تكييف ومطبخ صغير مجهز بالكامل وتلفزيون بشاشة مسطحة وحمام خاص مع دش.
Best Location Historic Boutique Apartment,"القدس الغربية, القدس
– اعرض على الخارطة",9.6,توفر شقة Best Location Historic مكان إقامة بالخدمة الذاتية يقع في منطقة هادئة في وسط القدس، في المستعمرة الألمانية. وتتوفر خدمة الواي فاي مجانًا.
Mamilla Boutique Apartments,"القدس الغربية, القدس
– اعرض على الخارطة",9.3,تقع Mamilla Boutique Apartments في القدس على بعد 1.2 كم من الحائط الغربي وتوفر مكان إقامة مع خدمة الواي فاي مجاناً، تحتوي الوحدات المكيفة على مطبخ صغير يشتمل على ميكروويف وحمام خاص مع لوازم استحمام...
"SPACIOUS 2 BED 2 BATH, GERMAN COLONY. PARKING","القدس الغربية, القدس
– اعرض على الخارطة",,"2 BED 2 BED 2 BATH, GERMAN COLONY. يقع موقف السيارات في حي المستعمرة الألمانية في القدس على بعد 3.4 كم من الحائط الغربي وعلى بعد 5 كم من كنيسة جميع الأمم، تقع حديقة الجثمانية على بعد 5 كم من الشقة."
Jerusalem Walls,"وسط مدينة القدس, القدس
– اعرض على الخارطة",8.8,يقع Jerusalem Walls في القدس على بعد 1.9 كم فقط من كنيسة جميع الأمم و2 كم من حديقة الجثمانية، ويضم تراسًا. يقع مكان الإقامة على بعد 2 كم من قبة الصخرة وعلى بعد 2.7 كم من الحائط الغربي.
Mike's place in Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",8.3,يقع Mike's place in Jerusalem في منطقة مركزية بمدينة القدس، على بُعد 3.7 كم من كنيسة جميع الأمم، ويوفر إطلالات على المدينة. ويمكن للضيوف الاستمتاع بخدمة الواي فاي المجانية.
Mike's House,"القدس الغربية, القدس
– اعرض على الخارطة",8.6,يوفر Mike's House خدمة الواي فاي المجانية وحديقة، ويضم مكان إقامة في القدس، على بعد 5 كم من الحائط الغربي، يقع مكان الإقامة على بعد 6 كم من نموذج مدينة القدس وعلى بعد 6 كم من كنيسة جميع الأمم.
فندق كابلان,"القدس الغربية, القدس
– اعرض على الخارطة",8.4,يوفر فندق كابلان أماكن إقامة في مدينة القدس. تحتوي كل غرفة في هذا الفندق على نظام تكييف وجهاز تلفزيون وحمام خاص مع دُشّ. يضم مكان الإقامة مكتب استقبال يعمل على مدار 24 ساعة في اليوم.
بيت ضيافة بالم,"القدس الشرقية, القدس
– اعرض على الخارطة",6.3,يقع بيت الضيافة Palm على مقربة من بوابة دمشق عند مدخل مدينة القدس القديمة، ويبعُد حوالي 10 دقائق سيرًا على الأقدام عن جميع الأماكن المقدسة، مثل كنيسة القيامة وحائط البراق وغيرها، ويوفر خدمة الواي فاي...
Modern Pearl in Historic setting,"البلدة القديمة, القدس
– اعرض على الخارطة",9.6,يقع Modern Pearl in Historic في منطقة القدس الشرقية في القدس، على بعد 500 م من الحائط الغربي، وعلى بعد 1.1 كم من قبة الصخرة وعلى بعد 1.6 كم من كنيسة جميع الأمم.
سيتي سنتر القدس,"القدس الغربية, القدس
– اعرض على الخارطة",8.2,يقع City Center Jerusalem في قلب مدينة القدس، على بُعد 20 مترًا من شارع Ben Yehuda، ويوفر أماكن إقامة مكيفة مع مطبخ صغير، وتقع المدينة القديمة على بُعد 15 دقيقة سيرًا على الأقدام.
Ariela's Place,"القدس الغربية, القدس
– اعرض على الخارطة",9.0,يقع Ariela's Place في القدس على بعد 1.6 كم من الحائط الغربي. ويتميز مكان الإقامة بأنه مكيف. وتقع قبة الصخرة على بعد 1.8 كم من مكان الإقامة. وتتوفر خدمة الواي فاي مجاناً في جميع أنحاء مكان الإقامة.
Mevo Apartments,"القدس الغربية, القدس
– اعرض على الخارطة",6.6,تقع Mevo Apartments في القدس، وتوفر شقق مع خدمة الواي فاي المجانية. وتحتوي الشقق على مطبخ صغير وتكييف. وتتميز بعضها بمساحة مفتوحة، بينما يضم البعض الآخر غرفة نوم واحدة أو غرفتي نوم.
King George Suitesholiday apartments jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",8.8,تقع شقق King George Suitesholiday jerusalem على بعد 2.8 كم من الحائط الغربي وعلى بعد 3 كم من كنيسة جميع الأمم في القدس سيتي سنتر القدس. وتتوفر خدمة الواي فاي المجانية.
Trust Inn -Family Apartment Next Mamilla,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Trust Inn -Family Apartment Next Mamilla في حي وسط مدينة القدس على بعد 2.5 كم من الحائط الغربي وعلى بعد 2.6 كم من كنيسة جميع الأمم وعلى بعد 2.7 كم من حديقة الجثمانية.
Trust Inn -Brand New Architect & Balcony Next Mamilla,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Trust Inn -Brand New Architect & Balcony Next Mamilla في منطقة وسط مدينة القدس، ويضم مكان إقامة مجهز مع فناء وخدمة الواي فاي المجانية، يقع مكان الإقامة هذا على بعد 2.6 كم من الحائط الغربي.
Saidoff Luxury Residence,"القدس الغربية, القدس
– اعرض على الخارطة",9.1,يقع Saidoff Luxury Residence in Jerusalem على بعد 3.7 كم من كنيسة جميع الأمم، ويوفر أماكن إقامة مع خدمة الواي فاي المجانية.
St Andrews Guest House,"القدس الغربية, القدس
– اعرض على الخارطة",8.8,يقع St Andrews Guest House في منطقة القدس الغربية في القدس، ويضم حديقة وتراس. يقع مكان الإقامة هذا على بعد مسافة قصيرة من مناطق الجذب السياحي مثل كنيسة القيامة.
بيت ضيافة كاتدرائية الحج سانت جورج - القدس,"القدس الشرقية, القدس
– اعرض على الخارطة",8.3,يتمتع St George's Cathedral Pilgrim Guesthouse - Jerusalem بتقاليد ضيافة تمتد إلى عام 1923، وهو يقع في مبنى حجري تقليدي، ويوفر مكان إقامة مكيف مع خدمة الواي فاي مجاناً، كما يشتمل على مطعم وتراس واسع...
فندق إمبسادور,"القدس الشرقية, القدس
– اعرض على الخارطة",8.2,يقع فندق Ambassador في حي القنصلية، وهو حي هادئ في القدس، ويوفر أماكن إقامة عصرية وخدمة الواي فاي المجانية. جميع الغرف مكيفة وواسعة.
فندق سيفين أرشز,"القدس الشرقية, القدس
– اعرض على الخارطة",8.0,يقع فندق سيفين أرشز على قمة جبل الزيتون ويوفر إطلالات بانورامية على مدينة القدس القديمة، كما يقدم مكان الإقامة هذا مواقف مجانية للسيارات وغرف مكيفة مجهزة بتلفزيون وحمام خاص.
HANIEL 1 & 2,"القدس الغربية, القدس
– اعرض على الخارطة",9.3,يقع HANIEL 1 & 2 في القدس، وليس بعيدا عن ماميلا المفتوحة مول وكنيسة القيامة، ويوفر تراس، وتتوفر خدمة الواي فاي المجانية.
BY4U Apartments,"القدس الغربية, القدس
– اعرض على الخارطة",9.4,تتمتع شقق BY4U بموقع مثالي في وسط مدينة القدس في القدس، وتبعُد مسافة قصيرة عن Mamilla Open Mall وكنيسة القيامة. يقع مكان الإقامة هذا على بعد 2.7 كم من الحائط الغربي.
Royal Ben Yehuda,"القدس الغربية, القدس
– اعرض على الخارطة",7.9,يقع Royal Ben Yehuda في وسط القدس على بعد 2.7 كم من الحائط الغربي ويوفر إطلالات على المدينة، تقع هذه الشقة على بعد 2.9 كم من كنيسة جميع الأمم وعلى بعد 3 كم من حديقة الجثمانية.
Golda Vacation Rentals,"القدس الغربية, القدس
– اعرض على الخارطة",9.5,يقع Golda Vacation Rentals في مدينة القدس القديمة على بعد 10 دقائق بالسيارة من قبة الصخرة والحائط الغربي. ويوفر أماكن إقامة أنيقة ذاتية الخدمة مع خدمة الواي فاي المجانية وإطلالات بانورامية.
أجنحة فندقية ذا ماركت كورتيارد,"القدس الغربية, القدس
– اعرض على الخارطة",8.6,يتميز The Market Courtyard - Boutique Apartments بمكان إقامة بالخدمة الذاتية مطل على جبال القدس أو على سوق Machne - Yehuda.
The Inbal Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",8.2,يقع The Inbal Hotel في وسط مدينة القدس، وعلى بعد مسافة قصيرة سيراً على الأقدام من مدينة القدس العصرية والمدينة القديمة، كما يوفر خدمة الواي فاي المجانية في جميع أنحاء مكان الإقامة.
"The Jewish quarter room for 2, top location, amazing view","البلدة القديمة, القدس
– اعرض على الخارطة",8.7,يقع The Jewish quarter room for 2 في القدس، على بعد 90 م من الحائط الغربي، وهو الحي اليهودي لشخصين، ويوفر أماكن إقامة مع خدمة الواي فاي المجانية وتكييف الهواء.
Trust Inn - Mamilla 2 balcony old city view,"القدس الغربية, القدس
– اعرض على الخارطة",,تقع Trust Inn - Mamilla 2 balcony old city في القدس على بعد 2.4 كم من الحائط الغربي وعلى بعد 2.4 كم من كنيسة جميع الأمم وعلى بعد 2.5 كم من حديقة الجثمانية، ويوفر مكان الإقامة خدمة الواي فاي المجانية.
فندق رامادا جاروزاليم,"القدس الغربية, القدس
– اعرض على الخارطة",7.7,يقع فندق رامادا القدس في القدس على بعد 3 كم من نموذج مدينة القدس، ويوفر مركز سبا وساونا.
فندق ريتس,"القدس الشرقية, القدس
– اعرض على الخارطة",8.2,يقع فندق ريتس في المنطقة التجارية في القدس الشرقية، ويبعد مسافة 5 دقائق سيراً على الأقدام عن المدينة القديمة. ويوفر غرفاً عصرية مكيفة الهواء وتراساً على السطح مع إطلالات بانورامية.
DEM Hotel,"القدس الغربية, القدس
– اعرض على الخارطة",8.5,يقع DEM Hotel في القدس على بعد 2.7 كم من الحائط الغربي، تحتوي جميع الغرف على تلفزيون بشاشة مسطحة مع قنوات فضائية وحمام خاص. ويوفر مكان الإقامة خدمة الواي فاي المجانية.
NHE Machne Yehuda Apartments,"القدس الغربية, القدس
– اعرض على الخارطة",8.2,توفر NHE Machne Yehuda Apartments أماكن إقامة في القدس على بعد 3.8 كم من كنيسة جميع الأمم وعلى بعد 3.9 كم من حديقة الجثمانية، وتتوفر خدمة الواي فاي المجانية.
The HaNevi'im Residence,"القدس الغربية, القدس
– اعرض على الخارطة",8.3,يقع hanevi'im Residence على بعد 2.4 كم من كنيسة جميع الأمم و2.5 كم من حديقة الجثمانية في وسط مدينة القدس، ويوفر أماكن إقامة مع تلفزيون بشاشة مسطحة ومطبخ. وتتوفر خدمة الواي فاي المجانية.
My jerusalem view,"القدس الغربية, القدس
– اعرض على الخارطة",9.2,يوفر My jerusalem view in Jerusalem أماكن إقامة مع تراس وصالة مشتركة. يقع مكان الإقامة على بعد 3.1 كم من كنيسة جميع الأمم وعلى بعد 3.1 كم من حديقة الجثمانية.
فندق ناشونال - القدس,"القدس الشرقية, القدس
– اعرض على الخارطة",8.1,يقع فندق National في أحد أحياء التسوق الأكثر ازدحاماً في القدس، وعلى بعد 5 دقائق بالسيارة عن بوابة Herod المدخل إلى مدينة القدس القديمة. يتوفر موقف السيارات وخدمة الواي فاي كلاهما مجاناً.
Liora Studios Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",8.9,تقع استوديوهات Liora Jerusalem في القدس، وتوفر استوديوهات مع خدمة الواي فاي المجانية، تحتوي الاستوديوهات على أريكة وتلفزيون بشاشة مسطحة مع قنوات الكابل وقنوات فضائية ومطبخ صغير مجهز بالكامل وحمام...
Diana's B&B,"القدس الغربية, القدس
– اعرض على الخارطة",9.4,يقع Diana's B&B على بعد 20 دقيقة سيراً على الأقدام من حائط المبكى في منزل حجري تقليدي في حي Musrara التاريخي، ويوفر مكان إقامة مع وجبة إفطار كوشير وخدمة الواي فاي المجانية وجهاز كمبيوتر محمول في...
منتجع رمات ريتشل,"القدس الغربية, القدس
– اعرض على الخارطة",8.1,يوفر منتجع رمات ريتشل تجربة الإقامة في مستوطنة يهودية زراعية في قلب القدس وضمن حديقة ذات أجواء هادئة تشمل مسبح خارجي وداخلي مدفأ، ويبعد مسافة 15 دقيقة بالسيارة من وسط مدينة القدس وتتوفر حافلات عامة...
JI apartments (Jonathan Hotel chain),"القدس الغربية, القدس
– اعرض على الخارطة",9.0,تقع شقق JI (Jonathan Hotel) على بُعد 4 دقائق سيرًا على الأقدام من وسط مدينة القدس، وعلى بُعد دقيقة واحدة من سوق محاني يهودا، وعلى بُعد 3.5 كم من الحائط الغربي، وعلى بُعد 3.7 كم من كنيسة جميع الأمم.
جيروسليم إن باي سمارت هوتيلز,"القدس الغربية, القدس
– اعرض على الخارطة",7.5,يقع هذا الفندق في وسط القدس على بعد 7 دقائق سيرًا على الأقدام من باب الخليل وعلى بعد 200 متر من شارع بن يهودا، وتحتوي الغرف على حمام داخلي وتأتي مع خدمة الواي فاي المجانية.
والدورف أستوريا القدس,"القدس الغربية, القدس
– اعرض على الخارطة",9.0,يقع والدورف أستوريا القدس في مبنى يتميز بمزيج من التصاميم اليونانية والرومانية والقوطية والزخارف العثمانية في قلب مدينة القدس، وعلى بعد 500 متر من بوابة يافا ومدينة القدس القديمة، كما يوفر مطعمين...
Charming & Beautiful 2 BedRoom Apt,"القدس الغربية, القدس
– اعرض على الخارطة",8.6,يقع Charming & Beautiful 2 bedroom Apt في وسط مدينة القدس على بعد 2.7 كم من الحائط الغربي وعلى بعد 3 كم من كنيسة جميع الأمم ويوفر خدمة الواي فاي المجانية. ويوفر مكان الإقامة إطلالات على المدينة.
شقق يافا 60 (سلسلة فنادق جوناثان),"القدس الغربية, القدس
– اعرض على الخارطة",8.6,تقع شقق يافا 60 (سلسلة فنادق جوناثان) في القدس، وتوفر أماكن إقامة مع مطبخ صغير، كما تتوفر خدمة الواي فاي مجاناً.
A Little House In Rechavia,"القدس الغربية, القدس
– اعرض على الخارطة",8.0,يقع A Little House in Rechavia في أحد أجمل أحياء مدينة القدس، ويتميز بموقع جيد ويبعد مسافة قصيرة سيرًا على الأقدام من وسط المدينة ومن البلدة القديمة. ويوفر خدمة الواي فاي المجانية.
Mamilla Design Apartments,"القدس الغربية, القدس
– اعرض على الخارطة",9.1,تقع Mamilla Design Apartments في القدس على بعد 2 كم من الحائط الغربي وعلى بعد 2.1 كم من كنيسة جميع الأمم وتوفر خدمة الواي فاي المجانية، تحتوي جميع الوحدات على تلفزيون بشاشة مسطحة وحمام خاص مع دش ومطبخ...
Hideaway in Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",8.8,يقع Hideaway in Jerusalem في القدس، على بعد 3.9 كم من الحائط الغربي وعلى بعد 4.2 كم من كنيسة جميع الأمم، ويوفر أماكن إقامة مع خدمة الواي فاي المجانية وتكييف ودراجات مجانية وتراس.
